TimeGenerated,DeviceName,AccountName,FileName,ProcessCommandLine,InitiatingProcessFileName
2025-09-14T00:15:43.723499Z,SRV-APP02,user174@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T17:41:53.723499Z,SRV-WEB01,user90@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-15T02:28:54.723499Z,SRV-APP02,user169@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T07:06:28.723499Z,SRV-WEB02,user80@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T10:51:41.723499Z,SRV-DB01,user30@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T06:54:05.723499Z,SRV-APP01,user148@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T00:01:50.723499Z,WKST-ENGR01,user52@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T21:30:13.723499Z,WKST-FIN02,user171@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T03:52:07.723499Z,WKST-ENGR01,user136@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-13T15:30:34.723499Z,SRV-APP01,user139@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T19:51:49.723499Z,WKST-FIN02,admin@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T18:52:20.723499Z,SRV-APP02,user5@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T07:10:21.723499Z,SRV-APP01,user96@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T16:57:05.723499Z,WKST-FIN02,user118@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-14T11:28:09.723499Z,SRV-WEB01,user61@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-13T11:18:07.723499Z,SRV-WEB02,user96@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T09:22:20.723499Z,SRV-APP02,user165@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T20:34:40.723499Z,SRV-WEB02,user151@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-13T17:18:55.723499Z,WKST-FIN02,admin@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-15T07:57:40.723499Z,SRV-WEB01,user186@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-15T07:47:24.723499Z,WKST-FIN02,user110@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T09:50:49.723499Z,WKST-ENGR01,user6@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T11:34:47.723499Z,SRV-WEB02,user119@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T02:04:18.723499Z,WKST-FIN02,user76@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T22:57:47.723499Z,WKST-ENGR01,user163@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-15T05:22:27.723499Z,SRV-WEB02,user148@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T12:49:57.723499Z,WKST-FIN02,admin@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T16:12:57.723499Z,SRV-WEB01,user14@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T11:22:45.723499Z,SRV-DB01,admin@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-15T05:02:05.723499Z,WKST-ENGR01,user121@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T01:59:27.723499Z,SRV-WEB01,user73@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T08:30:57.723499Z,SRV-APP02,user141@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T16:16:10.723499Z,WKST-FIN02,user155@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-13T12:34:06.723499Z,SRV-DB01,user126@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T21:23:12.723499Z,SRV-APP02,user139@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T05:52:02.723499Z,WKST-FIN02,user90@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-14T15:45:07.723499Z,SRV-DB01,user46@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T00:52:27.723499Z,WKST-ENGR01,user200@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-14T19:17:18.723499Z,SRV-WEB01,user66@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T13:04:26.723499Z,SRV-WEB01,user50@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T20:09:57.723499Z,WKST-FIN02,user169@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T19:42:39.723499Z,WKST-FIN02,user17@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-15T02:09:53.723499Z,SRV-WEB02,user193@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-15T10:01:06.723499Z,WKST-FIN02,user31@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T17:49:20.723499Z,WKST-FIN02,user146@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T03:00:07.723499Z,WKST-ENGR01,user146@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-15T02:27:15.723499Z,SRV-WEB01,user31@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T13:46:34.723499Z,SRV-WEB01,user20@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T12:56:05.723499Z,SRV-WEB01,user113@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T09:27:29.723499Z,SRV-APP01,user16@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-13T15:57:18.723499Z,SRV-APP01,user195@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T23:14:16.723499Z,SRV-DB01,user24@corp.local,powershell.exe,powershell.exe -NoP -W Hidden -EncodedCommand Q21kIC9jIHBvd2Vyc2hlbGw=,powershell.exe
2025-09-15T08:48:38.723499Z,SRV-WEB01,user176@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-13T15:11:09.723499Z,SRV-WEB01,user110@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T18:00:43.723499Z,WKST-FIN02,user19@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-13T17:06:23.723499Z,SRV-APP02,user110@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-13T18:42:58.723499Z,SRV-APP02,user176@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T23:06:42.723499Z,SRV-WEB01,user121@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-15T01:00:43.723499Z,WKST-ENGR01,user142@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T05:47:35.723499Z,SRV-DB01,user125@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-14T10:41:51.723499Z,WKST-ENGR01,user73@corp.local,powershell.exe,powershell.exe -NoP -W Hidden -EncodedCommand JAB1AHIAbAA9ACIAaAB0AHQAcAA6AC8ALwBlAHYAaQBsAC4AZQB4AGEAbQBwAGwAZQAuAGMAbwBtAC8AYQBwAHAAIgA=,powershell.exe
2025-09-14T04:00:40.723499Z,SRV-WEB01,user94@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T17:57:15.723499Z,SRV-APP02,user143@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T09:48:37.723499Z,SRV-DB01,user120@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T07:38:56.723499Z,SRV-APP01,user89@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T13:39:14.723499Z,SRV-WEB01,user10@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T04:09:06.723499Z,SRV-WEB02,user160@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-14T22:38:30.723499Z,WKST-ENGR01,user15@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-13T23:16:28.723499Z,SRV-APP02,user61@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T14:13:27.723499Z,SRV-APP01,user72@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T04:46:50.723499Z,SRV-DB01,user31@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T21:59:01.723499Z,SRV-APP02,user200@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T02:34:22.723499Z,SRV-DB01,user93@corp.local,svchost.exe,svchost.exe -k netsvcs,svchost.exe
2025-09-14T02:08:25.723499Z,SRV-APP02,user130@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T04:51:57.723499Z,SRV-WEB01,user43@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T03:16:30.723499Z,SRV-WEB02,user65@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T02:07:15.723499Z,SRV-DB01,user190@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T10:57:34.723499Z,SRV-APP02,user2@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-13T12:36:45.723499Z,SRV-WEB01,user67@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-15T01:19:37.723499Z,SRV-WEB01,user79@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T08:32:07.723499Z,SRV-WEB01,user174@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T00:51:31.723499Z,SRV-APP01,user134@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-14T01:00:40.723499Z,WKST-FIN02,user116@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-15T09:06:23.723499Z,WKST-ENGR01,user130@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T14:56:16.723499Z,SRV-WEB01,user95@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-13T21:07:23.723499Z,SRV-APP02,user52@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T16:59:39.723499Z,SRV-APP02,user6@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T21:06:30.723499Z,WKST-ENGR01,user192@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-13T18:10:45.723499Z,WKST-FIN02,user74@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T11:48:08.723499Z,WKST-FIN02,user179@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T17:54:58.723499Z,SRV-WEB02,user23@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-15T06:02:04.723499Z,SRV-DB01,user135@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T05:18:00.723499Z,SRV-DB01,user150@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-13T22:09:13.723499Z,WKST-ENGR01,user58@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T11:15:55.723499Z,SRV-APP02,user94@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T15:32:56.723499Z,SRV-APP01,user86@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T15:09:01.723499Z,SRV-WEB02,user40@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T07:39:47.723499Z,WKST-FIN02,user66@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-15T04:25:38.723499Z,WKST-ENGR01,user32@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-13T16:42:08.723499Z,SRV-DB01,user97@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-15T04:45:24.723499Z,SRV-DB01,user52@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-13T16:38:04.723499Z,SRV-WEB01,user169@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-13T22:17:39.723499Z,SRV-DB01,user98@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-14T14:43:58.723499Z,SRV-WEB01,user48@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-14T23:17:59.723499Z,WKST-FIN02,user193@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T01:06:40.723499Z,WKST-ENGR01,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-15T10:35:50.723499Z,WKST-FIN02,user46@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T05:33:19.723499Z,SRV-APP02,user19@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-15T03:04:06.723499Z,SRV-DB01,user150@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T03:09:50.723499Z,SRV-DB01,user133@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-13T16:13:23.723499Z,SRV-WEB01,user1@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T23:55:46.723499Z,SRV-WEB02,user7@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-13T13:21:55.723499Z,SRV-DB01,user143@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T07:02:04.723499Z,SRV-WEB02,user125@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-13T23:52:59.723499Z,SRV-APP02,user183@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-14T02:41:46.723499Z,WKST-FIN02,user58@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-15T05:59:50.723499Z,SRV-WEB01,user130@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-15T00:32:45.723499Z,SRV-APP01,user12@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
2025-09-14T22:46:44.723499Z,SRV-APP01,user97@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-13T19:45:58.723499Z,SRV-DB01,user195@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T21:38:12.723499Z,SRV-APP01,user154@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T18:51:34.723499Z,SRV-WEB01,user99@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T09:44:29.723499Z,SRV-APP02,admin@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T19:00:43.723499Z,SRV-WEB02,user136@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T00:10:14.723499Z,WKST-ENGR01,user36@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-15T02:52:25.723499Z,SRV-DB01,user21@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-13T12:59:20.723499Z,SRV-APP02,user67@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T20:15:12.723499Z,SRV-WEB02,user23@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-13T11:56:01.723499Z,SRV-DB01,user25@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-14T20:42:06.723499Z,SRV-DB01,user47@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,explorer.exe
2025-09-14T16:08:02.723499Z,WKST-FIN02,user40@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-13T16:42:06.723499Z,SRV-WEB02,user9@corp.local,cmd.exe,cmd.exe /c whoami,userinit.exe
2025-09-15T04:00:30.723499Z,WKST-FIN02,user153@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,parent.exe
2025-09-14T15:29:38.723499Z,SRV-DB01,user181@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",outlook.exe
2025-09-14T21:07:11.723499Z,SRV-APP02,user126@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-14T07:47:16.723499Z,SRV-APP01,admin@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T18:49:28.723499Z,WKST-ENGR01,user53@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T04:46:33.723499Z,SRV-WEB02,user29@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-14T17:54:01.723499Z,SRV-WEB02,user18@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T14:44:38.723499Z,SRV-WEB01,user10@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T16:39:43.723499Z,WKST-FIN02,user87@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-13T20:22:21.723499Z,SRV-WEB01,user114@corp.local,cmd.exe,cmd.exe /c whoami,cmd.exe
2025-09-14T08:35:40.723499Z,SRV-WEB01,user24@corp.local,svchost.exe,svchost.exe -k netsvcs,parent.exe
2025-09-15T04:31:15.723499Z,WKST-ENGR01,user107@corp.local,svchost.exe,svchost.exe -k netsvcs,userinit.exe
2025-09-13T14:51:40.723499Z,SRV-WEB02,user58@corp.local,cmd.exe,cmd.exe /c whoami,parent.exe
2025-09-14T22:13:07.723499Z,SRV-APP01,user155@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",userinit.exe
2025-09-13T12:38:37.723499Z,WKST-ENGR01,admin@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-14T15:45:43.723499Z,SRV-WEB02,user125@corp.local,explorer.exe,C:\Windows\Explorer.exe /launch,userinit.exe
2025-09-14T09:48:28.723499Z,SRV-APP02,user166@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-13T11:37:28.723499Z,WKST-FIN02,user58@corp.local,conhost.exe,conhost.exe 0x4,parent.exe
2025-09-14T13:29:52.723499Z,SRV-DB01,user186@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",parent.exe
2025-09-14T08:10:08.723499Z,WKST-ENGR01,user26@corp.local,conhost.exe,conhost.exe 0x4,userinit.exe
2025-09-13T12:46:35.723499Z,SRV-WEB02,user1@corp.local,chrome.exe,"""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer",chrome.exe
2025-09-15T06:55:21.723499Z,SRV-DB01,user155@corp.local,conhost.exe,conhost.exe 0x4,conhost.exe
2025-09-15T06:28:13.723499Z,SRV-WEB01,user197@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-13T19:57:56.723499Z,WKST-ENGR01,user42@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",parent.exe
2025-09-15T09:23:41.723499Z,SRV-APP01,user72@corp.local,outlook.exe,"""C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE"" /recycle",userinit.exe
