TimeGenerated,UserPrincipalName,IPAddress,ResultType,Role
2025-09-15T08:44:38.723499Z,user51@corp.local,140.57.165.39,2,user
2025-09-13T16:25:42.723499Z,user79@corp.local,212.145.235.74,0,user
2025-09-14T21:21:29.723499Z,user180@corp.local,70.128.138.127,0,user
2025-09-15T06:46:34.723499Z,user111@corp.local,155.64.6.24,0,user
2025-09-15T05:06:47.723499Z,user6@corp.local,173.210.68.148,0,user
2025-09-13T23:59:08.723499Z,user167@corp.local,72.46.149.112,0,user
2025-09-14T23:02:05.723499Z,user121@corp.local,86.82.171.27,0,user
2025-09-14T11:14:39.723499Z,user127@corp.local,103.208.194.141,0,user
2025-09-13T17:38:27.723499Z,user83@corp.local,10.206.0.169,0,user
2025-09-14T20:52:07.723499Z,user49@corp.local,160.193.127.161,0,user
2025-09-13T14:59:12.723499Z,user141@corp.local,10.147.224.226,0,user
2025-09-13T20:04:14.723499Z,user162@corp.local,62.181.40.80,0,user
2025-09-15T03:26:32.723499Z,user58@corp.local,30.118.242.31,0,user
2025-09-13T22:26:25.723499Z,user184@corp.local,181.69.106.214,0,user
2025-09-14T21:36:52.723499Z,user142@corp.local,10.97.69.222,0,user
2025-09-14T17:26:37.723499Z,user130@corp.local,1.72.185.77,0,user
2025-09-15T05:27:26.723499Z,user126@corp.local,115.137.123.89,0,user
2025-09-15T02:47:59.723499Z,user83@corp.local,179.61.146.99,0,user
2025-09-14T17:08:25.723499Z,user191@corp.local,208.97.98.254,0,user
2025-09-15T10:42:25.723499Z,user127@corp.local,33.128.247.152,0,user
2025-09-13T18:32:12.723499Z,user113@corp.local,10.233.7.185,0,user
2025-09-15T10:54:29.723499Z,user20@corp.local,68.86.159.178,0,user
2025-09-13T17:04:37.723499Z,user173@corp.local,98.244.81.161,0,user
2025-09-14T22:45:35.723499Z,user10@corp.local,61.161.175.236,0,user
2025-09-14T03:47:37.723499Z,user112@corp.local,195.162.180.224,0,user
2025-09-13T23:20:34.723499Z,user8@corp.local,10.28.150.92,0,user
2025-09-13T21:49:43.723499Z,user106@corp.local,203.46.43.45,0,user
2025-09-14T15:05:04.723499Z,user62@corp.local,150.36.59.119,0,user
2025-09-14T20:41:36.723499Z,user3@corp.local,120.230.73.174,0,user
2025-09-13T16:36:25.723499Z,user89@corp.local,77.163.246.109,0,user
2025-09-14T20:29:39.723499Z,user51@corp.local,219.123.27.61,0,user
2025-09-14T13:22:01.723499Z,user180@corp.local,213.168.101.71,0,user
2025-09-13T14:47:59.723499Z,user191@corp.local,74.198.204.59,0,user
2025-09-14T12:53:01.723499Z,user49@corp.local,174.193.184.197,0,user
2025-09-13T21:11:18.723499Z,user161@corp.local,80.201.112.9,0,user
2025-09-13T20:47:51.723499Z,user76@corp.local,107.44.51.34,0,user
2025-09-14T13:52:10.723499Z,user70@corp.local,66.233.211.242,0,user
2025-09-14T08:43:12.723499Z,user87@corp.local,120.246.19.37,0,user
2025-09-14T03:39:26.723499Z,user186@corp.local,102.247.216.206,0,user
2025-09-13T17:48:15.723499Z,user4@corp.local,32.116.94.173,0,user
2025-09-14T06:19:07.723499Z,user164@corp.local,28.172.59.121,0,user
2025-09-15T04:06:32.723499Z,user157@corp.local,17.162.210.119,3,user
2025-09-15T10:30:17.723499Z,user36@corp.local,10.19.155.127,0,user
2025-09-14T04:19:34.723499Z,user35@corp.local,95.171.243.191,0,user
2025-09-15T02:33:51.723499Z,user191@corp.local,107.167.25.214,0,user
2025-09-14T16:56:48.723499Z,user72@corp.local,10.189.111.114,0,user
2025-09-14T04:25:18.723499Z,user26@corp.local,95.139.230.251,0,user
2025-09-13T15:38:15.723499Z,user49@corp.local,218.210.116.24,0,user
2025-09-15T09:57:21.723499Z,user6@corp.local,10.170.124.254,0,user
2025-09-15T04:20:23.723499Z,user196@corp.local,151.55.208.223,0,user
2025-09-13T21:58:23.723499Z,user153@corp.local,10.74.66.139,0,user
2025-09-13T23:56:06.723499Z,user7@corp.local,10.183.121.151,0,user
2025-09-13T23:55:00.723499Z,user33@corp.local,135.29.190.17,0,user
2025-09-14T13:35:29.723499Z,user28@corp.local,57.242.157.12,0,user
2025-09-15T11:12:30.723499Z,user118@corp.local,8.15.122.217,0,user
2025-09-13T19:05:24.723499Z,user114@corp.local,10.41.164.156,0,user
2025-09-13T20:25:03.723499Z,user163@corp.local,183.83.97.153,0,user
2025-09-14T20:16:01.723499Z,user111@corp.local,10.58.110.111,0,user
2025-09-14T03:52:01.723499Z,user117@corp.local,187.24.80.110,0,user
2025-09-14T05:47:20.723499Z,user40@corp.local,122.17.23.213,0,user
2025-09-14T18:40:36.723499Z,user190@corp.local,34.142.15.151,50055,user
2025-09-14T11:13:57.723499Z,user106@corp.local,171.240.192.109,0,user
2025-09-13T14:58:29.723499Z,user154@corp.local,27.147.129.55,0,user
2025-09-14T22:20:26.723499Z,user28@corp.local,143.94.29.196,0,user
2025-09-14T03:41:49.723499Z,user144@corp.local,210.159.157.173,0,user
2025-09-13T13:08:25.723499Z,user169@corp.local,69.7.46.70,0,user
2025-09-14T09:43:41.723499Z,user90@corp.local,10.73.205.18,0,user
2025-09-15T09:20:05.723499Z,user24@corp.local,56.96.107.117,0,user
2025-09-14T14:10:30.723499Z,user84@corp.local,146.152.21.227,0,user
2025-09-13T22:41:27.723499Z,user13@corp.local,70.113.169.109,0,user
2025-09-14T19:25:02.723499Z,user56@corp.local,30.88.110.29,0,user
2025-09-15T06:25:09.723499Z,user171@corp.local,57.101.252.154,0,user
2025-09-14T02:06:51.723499Z,user55@corp.local,196.65.74.84,0,user
2025-09-14T23:26:49.723499Z,user45@corp.local,10.117.181.19,0,user
2025-09-13T14:18:32.723499Z,user118@corp.local,221.80.147.110,0,user
2025-09-15T09:50:32.723499Z,user30@corp.local,84.43.205.243,0,user
2025-09-14T13:34:40.723499Z,user28@corp.local,151.102.134.21,0,user
2025-09-14T09:49:19.723499Z,user57@corp.local,44.19.130.163,0,user
2025-09-15T00:21:43.723499Z,user199@corp.local,187.245.209.166,0,user
2025-09-14T04:25:59.723499Z,user66@corp.local,155.39.194.195,0,user
2025-09-14T00:07:40.723499Z,user161@corp.local,194.144.194.149,0,user
2025-09-15T04:20:01.723499Z,user160@corp.local,161.80.38.113,0,user
2025-09-14T19:25:45.723499Z,user71@corp.local,91.129.18.80,0,user
2025-09-13T13:58:01.723499Z,user74@corp.local,10.46.196.119,0,user
2025-09-13T14:12:56.723499Z,user147@corp.local,83.154.121.129,0,user
2025-09-13T15:44:02.723499Z,user88@corp.local,22.129.165.45,0,user
2025-09-14T19:06:18.723499Z,user135@corp.local,41.93.95.235,0,user
2025-09-14T16:59:39.723499Z,user174@corp.local,203.161.165.86,0,user
2025-09-13T18:06:37.723499Z,user99@corp.local,186.218.168.247,2,user
2025-09-14T11:30:11.723499Z,user170@corp.local,10.179.158.248,0,user
2025-09-14T15:46:12.723499Z,user182@corp.local,80.143.96.165,0,user
2025-09-13T20:32:03.723499Z,user190@corp.local,135.23.165.172,0,user
2025-09-14T13:34:34.723499Z,admin@corp.local,55.87.242.197,0,admin
2025-09-14T03:43:29.723499Z,user40@corp.local,10.51.19.170,0,user
2025-09-15T08:13:56.723499Z,user97@corp.local,47.212.177.198,0,user
2025-09-13T23:16:58.723499Z,user12@corp.local,174.184.60.249,0,user
2025-09-14T07:58:35.723499Z,user115@corp.local,62.79.247.208,0,user
2025-09-14T01:21:23.723499Z,user147@corp.local,119.196.72.200,0,user
2025-09-15T01:38:13.723499Z,user42@corp.local,206.154.35.224,0,user
2025-09-15T09:55:04.723499Z,user96@corp.local,27.182.216.133,0,user
2025-09-14T07:59:10.723499Z,user42@corp.local,132.37.212.112,0,user
2025-09-14T03:23:48.723499Z,user90@corp.local,107.13.101.129,0,user
2025-09-14T15:20:54.723499Z,user96@corp.local,82.238.25.215,0,user
2025-09-14T11:38:37.723499Z,user36@corp.local,10.241.71.195,0,user
2025-09-14T19:53:41.723499Z,user21@corp.local,10.110.76.141,50055,user
2025-09-15T01:39:35.723499Z,user199@corp.local,78.31.12.62,0,user
2025-09-15T08:34:49.723499Z,user29@corp.local,128.152.137.5,0,user
2025-09-15T05:06:08.723499Z,user37@corp.local,1.157.90.62,0,user
2025-09-14T00:52:06.723499Z,user22@corp.local,93.17.244.135,0,user
2025-09-15T00:11:33.723499Z,user100@corp.local,12.162.99.252,0,user
2025-09-13T12:24:40.723499Z,user18@corp.local,188.168.160.27,0,user
2025-09-14T11:26:30.723499Z,user91@corp.local,209.164.44.213,0,user
2025-09-14T21:03:41.723499Z,user123@corp.local,208.34.16.184,0,user
2025-09-14T20:33:20.723499Z,user52@corp.local,10.102.21.81,50055,user
2025-09-14T16:13:35.723499Z,user140@corp.local,10.192.165.49,0,user
2025-09-13T14:42:34.723499Z,user85@corp.local,205.94.111.228,0,user
2025-09-14T19:14:57.723499Z,user99@corp.local,48.127.177.128,0,user
2025-09-15T01:02:28.723499Z,user22@corp.local,21.110.154.211,0,user
2025-09-14T08:37:12.723499Z,user21@corp.local,76.78.114.155,0,user
2025-09-13T23:21:47.723499Z,user90@corp.local,187.222.233.91,0,user
2025-09-14T18:54:00.723499Z,user15@corp.local,10.207.186.132,0,user
2025-09-13T22:52:42.723499Z,user37@corp.local,174.200.112.9,0,user
2025-09-14T04:24:47.723499Z,user94@corp.local,146.8.154.40,0,user
2025-09-14T14:14:29.723499Z,user196@corp.local,10.70.187.102,0,user
2025-09-14T07:31:19.723499Z,user30@corp.local,10.95.255.133,0,user
2025-09-15T04:07:42.723499Z,user199@corp.local,115.54.156.74,0,user
2025-09-14T22:59:48.723499Z,user35@corp.local,116.44.230.183,0,user
2025-09-13T17:37:16.723499Z,user82@corp.local,182.16.140.139,0,user
2025-09-14T09:04:14.723499Z,user183@corp.local,180.163.44.204,0,user
2025-09-14T03:33:26.723499Z,user52@corp.local,61.202.126.7,0,user
2025-09-15T04:54:02.723499Z,user142@corp.local,10.44.33.80,0,user
2025-09-14T22:05:02.723499Z,user197@corp.local,148.18.32.249,0,user
2025-09-13T16:37:44.723499Z,user175@corp.local,33.224.212.200,0,user
2025-09-15T06:01:47.723499Z,user34@corp.local,223.14.212.32,0,user
2025-09-14T09:22:27.723499Z,user83@corp.local,58.88.242.241,0,user
2025-09-14T07:54:44.723499Z,user65@corp.local,142.70.32.161,0,user
2025-09-15T02:04:31.723499Z,user165@corp.local,149.39.43.169,0,user
2025-09-15T07:17:36.723499Z,user145@corp.local,10.14.41.12,50055,user
2025-09-14T06:30:00.723499Z,user197@corp.local,159.163.7.128,50055,user
2025-09-14T08:19:18.723499Z,user78@corp.local,207.206.175.104,0,user
2025-09-13T16:32:32.723499Z,user41@corp.local,124.118.52.88,0,user
2025-09-14T09:59:24.723499Z,user82@corp.local,221.88.249.103,0,user
2025-09-14T14:12:37.723499Z,user28@corp.local,120.31.68.116,0,user
2025-09-13T18:16:41.723499Z,user99@corp.local,108.63.246.222,3,user
2025-09-15T05:17:40.723499Z,user49@corp.local,128.254.131.120,0,user
2025-09-14T09:41:45.723499Z,user24@corp.local,130.117.247.62,0,user
2025-09-14T12:55:32.723499Z,user73@corp.local,216.167.172.121,0,user
2025-09-13T11:49:26.723499Z,user111@corp.local,10.135.187.196,0,user
2025-09-13T14:31:23.723499Z,user146@corp.local,93.141.73.19,0,user
2025-09-14T20:01:20.723499Z,user72@corp.local,160.174.156.31,0,user
2025-09-13T18:16:07.723499Z,user87@corp.local,94.193.36.51,0,user
2025-09-14T16:27:24.723499Z,user12@corp.local,10.170.242.133,0,user
2025-09-15T07:22:30.723499Z,user36@corp.local,157.81.41.101,3,user
2025-09-15T06:27:44.723499Z,user131@corp.local,182.144.76.122,0,user
2025-09-14T14:03:05.723499Z,user29@corp.local,150.78.203.231,0,user
2025-09-15T09:02:59.723499Z,user122@corp.local,168.200.248.199,0,user
2025-09-14T03:47:52.723499Z,user150@corp.local,135.161.184.159,0,user
2025-09-14T14:54:47.723499Z,user175@corp.local,147.242.179.29,0,user
2025-09-14T19:20:38.723499Z,user39@corp.local,53.105.128.199,0,user
2025-09-14T21:34:11.723499Z,user189@corp.local,181.35.132.54,0,user
2025-09-14T22:03:45.723499Z,user81@corp.local,118.233.136.88,0,user
2025-09-15T10:04:22.723499Z,user68@corp.local,50.245.63.72,0,user
2025-09-14T03:36:10.723499Z,user77@corp.local,181.53.176.181,0,user
2025-09-14T22:10:00.723499Z,user185@corp.local,32.146.173.140,0,user
2025-09-14T15:57:27.723499Z,user198@corp.local,75.10.73.245,0,user
2025-09-14T12:27:00.723499Z,user168@corp.local,123.54.51.212,0,user
2025-09-15T04:09:12.723499Z,user36@corp.local,10.122.124.13,0,user
2025-09-15T01:53:52.723499Z,user60@corp.local,10.211.169.184,0,user
2025-09-13T21:14:19.723499Z,admin@corp.local,41.104.167.240,50053,admin
2025-09-14T21:59:43.723499Z,user194@corp.local,83.73.165.16,1,user
2025-09-15T10:43:39.723499Z,user137@corp.local,218.239.9.234,50053,user
2025-09-14T00:01:44.723499Z,user10@corp.local,102.201.126.48,3,user
2025-09-13T13:57:24.723499Z,admin@corp.local,28.237.251.86,0,admin
2025-09-15T09:55:39.723499Z,user127@corp.local,35.217.129.120,0,user
2025-09-13T19:25:52.723499Z,user188@corp.local,66.183.47.4,0,user
2025-09-14T08:42:41.723499Z,user194@corp.local,157.219.163.230,0,user
2025-09-14T18:22:22.723499Z,user23@corp.local,25.47.251.36,0,user
2025-09-14T05:17:27.723499Z,admin@corp.local,115.192.68.245,0,admin
2025-09-15T05:38:31.723499Z,user3@corp.local,93.177.60.16,0,user
2025-09-14T21:07:03.723499Z,user104@corp.local,181.197.79.177,0,user
2025-09-14T08:42:45.723499Z,user57@corp.local,35.122.39.117,0,user
2025-09-15T07:20:13.723499Z,user180@corp.local,121.193.137.206,0,user
2025-09-14T03:07:58.723499Z,user175@corp.local,202.20.134.115,0,user
2025-09-14T13:34:22.723499Z,user145@corp.local,10.103.76.43,0,user
2025-09-15T01:07:07.723499Z,user175@corp.local,150.125.23.231,0,user
2025-09-13T15:16:47.723499Z,user132@corp.local,145.14.143.119,0,user
2025-09-14T09:40:07.723499Z,user102@corp.local,1.190.55.149,0,user
2025-09-14T18:04:52.723499Z,user17@corp.local,16.239.228.18,50053,user
2025-09-13T13:32:22.723499Z,user47@corp.local,197.164.250.187,0,user
2025-09-14T17:50:18.723499Z,user98@corp.local,97.96.20.175,50055,user
2025-09-13T20:54:45.723499Z,user90@corp.local,10.201.65.187,1,user
2025-09-13T12:53:02.723499Z,user119@corp.local,140.108.136.98,0,user
2025-09-14T05:15:06.723499Z,user40@corp.local,186.195.28.9,0,user
2025-09-14T17:45:24.723499Z,user5@corp.local,18.25.152.9,0,user
2025-09-13T14:46:23.723499Z,user12@corp.local,60.138.55.194,0,user
2025-09-13T15:20:19.723499Z,user75@corp.local,188.147.81.148,0,user
2025-09-14T10:34:43.723499Z,user37@corp.local,134.56.105.77,0,user
2025-09-15T03:46:03.723499Z,user189@corp.local,161.173.109.143,0,user
2025-09-14T12:18:29.723499Z,user172@corp.local,135.81.178.107,0,user
2025-09-14T09:03:56.723499Z,user194@corp.local,62.217.57.77,0,user
2025-09-13T21:44:23.723499Z,user15@corp.local,107.142.135.35,0,user
2025-09-14T05:47:48.723499Z,user166@corp.local,10.230.189.24,0,user
2025-09-14T01:05:56.723499Z,user97@corp.local,155.10.223.19,0,user
2025-09-15T06:00:54.723499Z,user144@corp.local,54.222.232.86,0,user
2025-09-13T12:20:42.723499Z,user49@corp.local,31.191.193.123,50055,user
2025-09-14T02:07:14.723499Z,user62@corp.local,199.72.97.120,0,user
2025-09-14T13:23:20.723499Z,user93@corp.local,128.119.25.206,50053,user
2025-09-14T10:32:50.723499Z,user95@corp.local,12.144.221.57,0,user
2025-09-13T12:24:34.723499Z,user150@corp.local,107.75.39.51,0,user
2025-09-14T14:53:15.723499Z,user63@corp.local,168.241.175.87,0,user
2025-09-14T22:48:32.723499Z,user165@corp.local,118.43.187.204,0,user
2025-09-13T21:25:12.723499Z,user126@corp.local,139.253.164.246,0,user
2025-09-13T13:41:29.723499Z,user20@corp.local,172.12.195.2,0,user
2025-09-15T09:09:17.723499Z,user182@corp.local,56.129.116.96,0,user
2025-09-15T09:39:59.723499Z,user158@corp.local,169.124.4.2,0,user
2025-09-14T17:10:52.723499Z,admin@corp.local,71.137.250.74,0,admin
2025-09-14T18:34:55.723499Z,user46@corp.local,10.49.76.62,0,user
2025-09-15T01:33:50.723499Z,user91@corp.local,102.20.95.246,0,user
2025-09-15T04:22:14.723499Z,user179@corp.local,176.211.217.21,0,user
2025-09-15T10:33:08.723499Z,user24@corp.local,97.141.121.15,0,user
2025-09-13T23:42:30.723499Z,user112@corp.local,85.144.250.220,50055,user
2025-09-13T14:19:37.723499Z,user178@corp.local,122.69.11.237,0,user
2025-09-14T07:38:41.723499Z,user145@corp.local,46.237.217.81,0,user
2025-09-14T02:18:48.723499Z,user193@corp.local,211.101.237.20,0,user
2025-09-15T04:17:41.723499Z,user100@corp.local,139.84.98.194,0,user
2025-09-13T16:56:22.723499Z,user89@corp.local,10.223.118.215,0,user
2025-09-15T07:17:44.723499Z,user153@corp.local,199.83.7.163,0,user
2025-09-14T20:02:12.723499Z,user92@corp.local,97.110.47.175,0,user
2025-09-14T14:54:16.723499Z,user159@corp.local,64.182.18.22,0,user
2025-09-14T14:53:57.723499Z,user163@corp.local,100.81.92.28,0,user
2025-09-14T09:40:33.723499Z,user195@corp.local,34.22.47.111,0,user
2025-09-15T03:37:24.723499Z,user27@corp.local,10.181.47.153,0,user
2025-09-14T10:51:10.723499Z,user4@corp.local,100.199.21.186,2,user
2025-09-15T04:52:38.723499Z,user176@corp.local,36.68.77.69,0,user
2025-09-13T15:50:08.723499Z,user71@corp.local,124.200.19.93,0,user
2025-09-14T05:11:05.723499Z,user127@corp.local,51.117.27.35,0,user
2025-09-14T16:02:31.723499Z,user159@corp.local,221.84.112.86,0,user
2025-09-15T10:38:08.723499Z,user35@corp.local,155.242.177.52,0,user
2025-09-14T00:09:49.723499Z,user82@corp.local,178.162.125.248,0,user
2025-09-14T04:52:53.723499Z,user72@corp.local,101.93.29.239,0,user
2025-09-15T06:21:11.723499Z,user47@corp.local,141.6.243.187,0,user
2025-09-14T02:29:41.723499Z,user75@corp.local,18.209.217.204,0,user
2025-09-14T23:35:12.723499Z,user78@corp.local,169.39.183.109,0,user
2025-09-13T16:36:52.723499Z,user154@corp.local,103.136.129.237,50053,user
2025-09-15T02:48:56.723499Z,user93@corp.local,208.137.152.164,1,user
2025-09-14T05:18:15.723499Z,user91@corp.local,157.11.144.252,0,user
2025-09-15T10:19:22.723499Z,user193@corp.local,204.110.27.3,0,user
2025-09-14T03:23:39.723499Z,user133@corp.local,177.147.56.115,0,user
2025-09-14T20:56:52.723499Z,user151@corp.local,39.88.6.124,0,user
2025-09-14T17:31:08.723499Z,user22@corp.local,10.72.178.80,0,user
2025-09-14T02:17:32.723499Z,user90@corp.local,113.184.178.116,0,user
2025-09-14T09:05:35.723499Z,user182@corp.local,10.175.55.174,0,user
2025-09-14T04:59:23.723499Z,user142@corp.local,144.109.245.119,0,user
2025-09-14T16:43:23.723499Z,user48@corp.local,111.101.7.189,0,user
2025-09-14T01:35:50.723499Z,user110@corp.local,181.54.52.72,0,user
2025-09-13T15:47:03.723499Z,user138@corp.local,84.50.117.30,0,user
2025-09-14T22:52:18.723499Z,user164@corp.local,100.156.100.151,0,user
2025-09-14T12:51:33.723499Z,user159@corp.local,173.180.204.77,50055,user
2025-09-13T17:24:00.723499Z,user81@corp.local,10.156.59.47,0,user
2025-09-13T21:31:19.723499Z,user108@corp.local,148.98.108.48,0,user
2025-09-15T02:21:33.723499Z,user166@corp.local,45.142.42.126,0,user
2025-09-14T00:51:09.723499Z,user116@corp.local,222.91.243.3,0,user
