TimeGenerated,DeviceName,SourceIP,DestinationIP,DestinationHostName
2025-09-14T17:28:36.723499Z,WKST-ENGR01,10.54.65.57,84.176.56.39,microsoft.com
2025-09-14T11:03:48.723499Z,SRV-WEB02,10.217.24.11,163.22.138.164,login.microsoftonline.com
2025-09-13T19:01:08.723499Z,SRV-WEB02,10.125.8.123,135.134.240.212,office365.com
2025-09-15T04:06:47.723499Z,SRV-WEB01,10.39.72.43,35.67.160.51,login.microsoftonline.com
2025-09-14T17:28:14.723499Z,SRV-APP01,10.65.48.16,9.113.205.164,login.microsoftonline.com
2025-09-14T07:05:23.723499Z,SRV-APP01,10.91.24.186,181.13.8.151,windowsupdate.com
2025-09-15T05:13:01.723499Z,SRV-WEB01,10.34.236.30,130.7.130.206,windowsupdate.com
2025-09-14T14:16:43.723499Z,SRV-WEB01,10.42.32.215,6.170.179.78,windowsupdate.com
2025-09-13T19:02:25.723499Z,SRV-WEB02,10.82.175.16,30.249.42.232,login.microsoftonline.com
2025-09-14T23:54:15.723499Z,SRV-APP02,10.169.30.254,47.101.119.206,gstatic.com
2025-09-13T14:15:14.723499Z,SRV-WEB02,10.28.248.64,3.112.157.151,gstatic.com
2025-09-13T18:07:28.723499Z,SRV-APP01,10.123.252.234,154.23.8.71,login.microsoftonline.com
2025-09-14T14:09:43.723499Z,SRV-WEB01,10.155.62.66,181.137.128.204,github.com
2025-09-13T20:01:53.723499Z,SRV-APP02,10.162.209.17,145.89.142.59,microsoft.com
2025-09-14T08:46:17.723499Z,WKST-ENGR01,10.122.173.239,17.209.40.120,cloudfront.net
2025-09-14T11:40:21.723499Z,SRV-WEB02,10.213.94.78,158.251.158.191,google.com
2025-09-13T15:18:13.723499Z,SRV-APP01,10.93.117.175,188.169.184.79,office365.com
2025-09-14T21:55:27.723499Z,SRV-APP01,10.6.35.229,141.49.91.188,google.com
2025-09-14T17:56:12.723499Z,SRV-WEB02,10.193.138.216,162.239.161.172,microsoft.com
2025-09-14T14:06:20.723499Z,WKST-ENGR01,10.169.37.26,96.89.115.122,gstatic.com
2025-09-13T17:24:29.723499Z,SRV-APP02,10.11.226.216,93.120.109.230,google.com
2025-09-14T18:47:18.723499Z,SRV-WEB02,10.236.36.15,27.242.8.73,github.com
2025-09-13T23:47:34.723499Z,SRV-WEB01,10.127.10.122,181.187.89.60,office365.com
2025-09-15T04:08:26.723499Z,SRV-APP02,10.73.33.83,213.245.119.138,cloudfront.net
2025-09-13T12:46:09.723499Z,SRV-WEB01,10.239.196.228,110.154.0.16,login.microsoftonline.com
2025-09-15T01:08:46.723499Z,SRV-APP01,10.125.133.183,84.80.15.192,google.com
2025-09-14T19:10:45.723499Z,SRV-APP01,10.50.132.77,61.195.151.68,azureedge.net
2025-09-14T07:40:08.723499Z,SRV-APP02,10.86.204.103,107.197.55.153,graph.microsoft.com
2025-09-14T12:15:52.723499Z,SRV-WEB01,10.55.116.137,49.71.234.180,office365.com
2025-09-15T08:03:45.723499Z,SRV-APP01,10.40.163.235,47.146.189.217,windowsupdate.com
2025-09-15T08:10:17.723499Z,SRV-WEB02,10.236.236.121,117.22.48.95,cdn.contoso.local
2025-09-15T02:04:08.723499Z,WKST-ENGR01,10.210.60.235,6.14.20.53,github.com
2025-09-13T18:49:52.723499Z,SRV-WEB01,10.124.252.129,18.205.241.139,google.com
2025-09-14T21:33:55.723499Z,WKST-ENGR01,10.236.84.147,15.147.14.237,office365.com
2025-09-14T20:02:47.723499Z,SRV-APP02,10.72.163.142,13.208.202.14,azureedge.net
2025-09-15T07:21:49.723499Z,SRV-WEB01,10.212.95.163,7.149.197.70,windowsupdate.com
2025-09-14T16:57:37.723499Z,SRV-APP02,10.202.1.86,107.132.145.7,microsoft.com
2025-09-14T00:31:27.723499Z,SRV-APP01,10.189.80.221,134.196.192.153,gstatic.com
2025-09-14T20:22:16.723499Z,SRV-WEB02,10.235.134.7,169.2.67.227,google.com
2025-09-13T19:36:20.723499Z,WKST-ENGR01,10.13.88.69,106.247.173.199,login.microsoftonline.com
2025-09-13T18:48:43.723499Z,SRV-APP02,10.229.69.49,146.162.112.195,google.com
2025-09-14T03:54:36.723499Z,SRV-WEB01,10.7.168.231,208.215.49.195,office365.com
2025-09-13T15:18:39.723499Z,SRV-WEB01,10.82.168.32,110.72.114.6,gstatic.com
2025-09-14T06:02:34.723499Z,WKST-ENGR01,10.190.162.12,53.21.63.200,graph.microsoft.com
2025-09-14T19:58:56.723499Z,SRV-APP01,10.138.250.31,97.91.13.56,windowsupdate.com
2025-09-14T21:42:07.723499Z,SRV-WEB01,10.165.15.3,66.142.131.57,google.com
2025-09-15T00:24:45.723499Z,SRV-WEB02,10.223.74.212,21.36.8.37,microsoft.com
2025-09-13T19:03:32.723499Z,SRV-APP01,10.73.207.240,13.123.168.237,graph.microsoft.com
2025-09-14T18:12:55.723499Z,SRV-APP02,10.186.252.81,119.26.186.194,cdn.contoso.local
2025-09-15T00:02:32.723499Z,SRV-APP02,10.229.72.95,207.6.111.218,microsoft.com
2025-09-15T06:34:35.723499Z,SRV-APP02,10.125.216.88,115.205.183.165,gstatic.com
2025-09-15T05:40:00.723499Z,SRV-APP01,10.75.107.31,89.27.28.3,cdn.contoso.local
2025-09-15T09:18:32.723499Z,WKST-ENGR01,10.40.252.132,21.254.58.85,office365.com
2025-09-14T20:37:09.723499Z,SRV-WEB01,10.30.100.178,109.184.28.124,github.com
2025-09-14T17:02:52.723499Z,SRV-APP01,10.43.122.206,214.96.250.6,google.com
2025-09-14T17:52:53.723499Z,SRV-WEB01,10.230.39.34,88.176.14.229,windowsupdate.com
2025-09-14T20:03:03.723499Z,SRV-APP01,10.135.100.157,206.171.122.245,login.microsoftonline.com
2025-09-15T02:13:48.723499Z,SRV-WEB02,10.214.136.244,201.140.244.51,microsoft.com
2025-09-14T06:52:07.723499Z,SRV-APP01,10.157.106.71,47.226.132.134,microsoft.com
2025-09-14T11:36:51.723499Z,SRV-APP01,10.43.28.131,116.27.125.81,google.com
2025-09-14T19:01:44.723499Z,SRV-APP02,10.126.160.126,1.215.49.213,cloudfront.net
2025-09-15T00:11:14.723499Z,SRV-WEB01,10.217.103.42,3.119.246.188,microsoft.com
2025-09-14T02:04:27.723499Z,WKST-ENGR01,10.201.168.228,60.113.0.28,azureedge.net
2025-09-13T20:09:02.723499Z,SRV-WEB02,10.201.91.135,118.165.34.35,cloudfront.net
2025-09-14T06:19:11.723499Z,WKST-ENGR01,10.227.208.24,200.173.56.80,cloudfront.net
2025-09-15T02:10:57.723499Z,SRV-APP02,10.242.195.12,57.26.5.183,login.microsoftonline.com
2025-09-15T08:44:13.723499Z,WKST-ENGR01,10.219.67.67,51.20.235.32,windowsupdate.com
2025-09-14T10:05:44.723499Z,SRV-APP02,10.54.71.198,86.34.46.222,github.com
2025-09-14T20:25:57.723499Z,SRV-WEB01,10.4.206.136,105.108.215.222,azureedge.net
2025-09-14T18:59:47.723499Z,SRV-APP01,10.213.187.139,9.72.47.163,azureedge.net
2025-09-15T05:24:38.723499Z,SRV-WEB01,10.31.110.212,69.149.240.116,google.com
2025-09-14T01:19:26.723499Z,SRV-APP02,10.153.185.107,19.40.210.21,google.com
2025-09-13T23:00:38.723499Z,SRV-APP01,10.228.221.164,20.82.90.122,azureedge.net
2025-09-13T21:08:40.723499Z,SRV-WEB01,10.126.33.179,22.63.149.252,cloudfront.net
2025-09-14T14:47:24.723499Z,WKST-ENGR01,10.123.24.44,41.147.115.111,gstatic.com
2025-09-14T22:35:56.723499Z,SRV-WEB02,10.91.8.127,198.235.164.20,login.microsoftonline.com
2025-09-14T02:54:38.723499Z,SRV-APP01,10.14.116.49,106.132.192.220,github.com
2025-09-15T06:12:50.723499Z,SRV-APP01,10.147.72.127,53.109.121.124,gstatic.com
2025-09-14T07:33:18.723499Z,SRV-APP01,10.251.96.44,85.115.29.244,azureedge.net
2025-09-15T04:54:05.723499Z,SRV-APP01,10.187.138.145,139.64.121.41,github.com
2025-09-14T20:28:42.723499Z,SRV-APP02,10.21.133.18,140.23.122.128,graph.microsoft.com
2025-09-13T19:15:56.723499Z,SRV-APP02,10.46.197.252,152.249.215.214,cloudfront.net
2025-09-14T08:06:03.723499Z,SRV-APP01,10.158.94.166,49.149.96.55,gstatic.com
2025-09-13T23:52:10.723499Z,SRV-APP01,10.252.20.232,80.42.149.175,microsoft.com
2025-09-15T11:08:23.723499Z,SRV-APP01,10.164.138.254,30.42.12.10,google.com
2025-09-14T19:20:26.723499Z,SRV-WEB02,10.45.196.143,138.11.97.203,microsoft.com
2025-09-15T04:03:16.723499Z,SRV-WEB02,10.138.72.63,163.153.121.164,cloudfront.net
2025-09-14T19:06:43.723499Z,SRV-APP02,10.246.163.51,160.145.145.138,graph.microsoft.com
2025-09-14T03:23:45.723499Z,WKST-ENGR01,10.51.245.180,156.146.13.93,windowsupdate.com
2025-09-14T23:47:24.723499Z,WKST-ENGR01,10.153.59.150,194.183.79.132,cdn.contoso.local
2025-09-14T00:34:59.723499Z,SRV-APP01,10.213.151.175,18.222.135.134,login.microsoftonline.com
2025-09-13T11:31:15.723499Z,SRV-WEB02,10.138.205.116,180.4.108.28,microsoft.com
2025-09-14T17:59:48.723499Z,WKST-ENGR01,10.109.135.126,131.18.7.195,office365.com
2025-09-14T16:05:15.723499Z,SRV-WEB02,10.255.2.239,113.43.18.144,cdn.contoso.local
2025-09-14T14:19:27.723499Z,SRV-WEB01,10.65.70.101,103.63.78.12,login.microsoftonline.com
2025-09-14T12:15:15.723499Z,SRV-APP01,10.199.146.157,84.253.252.158,gstatic.com
2025-09-13T12:42:19.723499Z,SRV-WEB01,10.243.177.250,211.79.15.179,graph.microsoft.com
2025-09-13T11:48:03.723499Z,SRV-WEB01,10.232.187.93,75.151.170.61,microsoft.com
2025-09-14T10:56:07.723499Z,SRV-APP02,10.58.147.24,121.241.124.7,graph.microsoft.com
2025-09-13T16:44:27.723499Z,SRV-APP01,10.122.99.246,127.152.237.35,gstatic.com
2025-09-15T02:27:54.723499Z,SRV-WEB02,10.86.63.233,211.61.128.173,graph.microsoft.com
2025-09-13T20:14:30.723499Z,SRV-WEB01,10.251.142.229,204.11.14.201,cdn.contoso.local
2025-09-14T23:19:38.723499Z,SRV-APP01,10.114.73.99,138.230.186.162,graph.microsoft.com
2025-09-14T05:36:50.723499Z,SRV-WEB02,10.85.114.170,99.10.245.187,google.com
2025-09-15T09:11:36.723499Z,SRV-WEB02,10.163.193.122,152.71.70.232,graph.microsoft.com
2025-09-13T21:49:30.723499Z,SRV-APP01,10.246.88.220,41.231.108.74,graph.microsoft.com
2025-09-14T22:05:53.723499Z,SRV-WEB02,10.126.125.57,192.60.40.162,azureedge.net
2025-09-14T14:48:35.723499Z,SRV-WEB01,10.111.92.35,169.114.84.97,graph.microsoft.com
2025-09-13T18:31:56.723499Z,SRV-APP02,10.181.109.79,70.171.232.19,cdn.contoso.local
2025-09-14T20:27:39.723499Z,SRV-WEB02,10.12.42.188,193.21.183.191,gstatic.com
2025-09-15T05:02:53.723499Z,SRV-WEB02,10.147.72.72,208.217.43.154,login.microsoftonline.com
2025-09-14T19:04:24.723499Z,SRV-WEB02,10.182.252.95,36.131.178.131,graph.microsoft.com
2025-09-14T03:49:13.723499Z,SRV-WEB02,10.15.112.151,197.67.158.141,google.com
2025-09-13T13:51:22.723499Z,SRV-WEB01,10.90.118.105,113.136.94.213,google.com
2025-09-13T17:16:17.723499Z,SRV-APP01,10.178.175.70,80.72.69.188,cloudfront.net
2025-09-14T09:30:16.723499Z,SRV-WEB02,10.237.113.126,110.143.48.42,graph.microsoft.com
2025-09-14T04:03:33.723499Z,SRV-WEB02,10.129.109.52,173.90.95.254,google.com
2025-09-14T19:48:24.723499Z,SRV-WEB02,10.252.174.24,153.50.250.231,office365.com
2025-09-13T16:47:16.723499Z,SRV-WEB01,10.199.168.56,38.220.234.108,login.microsoftonline.com
2025-09-14T05:35:54.723499Z,SRV-APP01,10.195.193.114,215.113.8.91,windowsupdate.com
2025-09-14T22:00:45.723499Z,SRV-WEB01,10.245.47.93,166.22.166.139,cloudfront.net
2025-09-14T03:28:27.723499Z,SRV-WEB02,10.115.118.94,43.197.161.168,github.com
2025-09-14T14:18:40.723499Z,SRV-APP01,10.8.62.53,196.141.78.29,windowsupdate.com
2025-09-13T15:14:09.723499Z,SRV-WEB02,10.133.42.20,113.49.210.170,office365.com
2025-09-13T21:20:27.723499Z,SRV-WEB01,10.65.67.9,117.58.246.210,login.microsoftonline.com
2025-09-15T02:33:18.723499Z,SRV-WEB02,10.64.220.199,205.101.137.101,microsoft.com
2025-09-15T09:03:53.723499Z,WKST-ENGR01,10.211.215.59,193.123.4.160,microsoft.com
2025-09-15T08:33:22.723499Z,SRV-APP02,10.145.208.206,153.191.156.131,office365.com
2025-09-14T20:12:55.723499Z,SRV-APP01,10.219.50.148,160.145.194.85,graph.microsoft.com
2025-09-15T05:02:13.723499Z,SRV-WEB01,10.44.9.33,135.78.148.167,cloudfront.net
2025-09-14T02:20:41.723499Z,WKST-ENGR01,10.97.163.4,63.37.239.114,cloudfront.net
2025-09-14T14:06:20.723499Z,SRV-WEB02,10.65.198.156,218.128.190.102,azureedge.net
2025-09-14T01:08:43.723499Z,SRV-WEB02,10.28.41.217,186.240.193.4,office365.com
2025-09-14T16:05:18.723499Z,SRV-APP01,10.100.103.44,154.176.243.101,office365.com
2025-09-15T07:35:01.723499Z,SRV-WEB01,10.50.193.98,175.195.28.252,azureedge.net
2025-09-13T16:36:36.723499Z,SRV-APP01,10.47.197.76,211.64.236.106,cdn.contoso.local
2025-09-14T11:29:36.723499Z,WKST-ENGR01,10.75.98.160,199.95.237.240,github.com
2025-09-15T06:32:58.723499Z,SRV-APP02,10.77.221.150,14.134.3.1,microsoft.com
2025-09-14T07:44:58.723499Z,SRV-APP02,10.1.101.48,107.10.190.4,graph.microsoft.com
2025-09-15T01:41:38.723499Z,WKST-ENGR01,10.156.97.234,21.51.177.253,cloudfront.net
2025-09-14T06:41:57.723499Z,WKST-ENGR01,10.235.125.31,94.54.143.133,microsoft.com
2025-09-15T01:44:48.723499Z,WKST-ENGR01,10.113.51.196,160.180.2.80,graph.microsoft.com
2025-09-14T07:03:48.723499Z,SRV-WEB02,10.74.121.189,32.110.8.196,github.com
2025-09-13T17:27:02.723499Z,SRV-WEB01,10.251.75.192,160.161.242.53,gstatic.com
2025-09-15T01:56:28.723499Z,SRV-WEB02,10.35.64.217,25.10.24.248,cdn.contoso.local
2025-09-14T13:34:51.723499Z,SRV-WEB01,10.2.212.249,218.190.153.126,microsoft.com
2025-09-15T00:42:39.723499Z,SRV-APP01,10.246.13.73,164.39.179.9,cdn.contoso.local
2025-09-15T05:34:50.723499Z,SRV-APP02,10.234.207.217,172.210.61.27,github.com
2025-09-13T13:38:34.723499Z,SRV-WEB01,10.158.171.52,153.186.219.203,login.microsoftonline.com
2025-09-15T09:15:53.723499Z,SRV-APP01,10.71.68.235,99.83.190.207,office365.com
2025-09-14T04:35:14.723499Z,SRV-WEB02,10.242.40.67,199.177.45.165,google.com
2025-09-14T12:25:46.723499Z,SRV-WEB01,10.246.193.208,51.58.209.33,graph.microsoft.com
2025-09-14T20:36:14.723499Z,SRV-APP01,10.20.139.233,210.225.235.67,azureedge.net
2025-09-15T00:42:00.723499Z,SRV-WEB02,10.42.253.240,74.191.148.225,cdn.contoso.local
2025-09-14T02:49:18.723499Z,SRV-APP02,10.4.37.102,112.182.131.122,login.microsoftonline.com
2025-09-14T15:09:07.723499Z,SRV-WEB02,10.15.248.52,42.38.215.228,google.com
2025-09-15T11:06:46.723499Z,SRV-APP01,10.246.190.140,136.61.103.54,azureedge.net
2025-09-15T06:53:55.723499Z,SRV-WEB01,10.227.16.27,202.131.157.143,office365.com
2025-09-15T02:55:52.723499Z,SRV-WEB01,10.3.73.146,211.113.142.134,windowsupdate.com
2025-09-13T20:26:26.723499Z,SRV-WEB02,10.106.118.174,136.109.34.55,windowsupdate.com
2025-09-14T07:08:56.723499Z,SRV-WEB02,10.67.116.212,195.33.36.107,azureedge.net
2025-09-14T09:13:37.723499Z,SRV-WEB01,10.8.62.67,71.243.204.37,cdn.contoso.local
2025-09-14T01:13:54.723499Z,SRV-WEB01,10.185.195.211,201.86.193.113,github.com
2025-09-14T20:08:30.723499Z,SRV-APP02,10.6.206.28,164.38.91.252,cdn.contoso.local
2025-09-13T20:16:38.723499Z,SRV-APP02,10.132.121.78,32.7.138.80,graph.microsoft.com
2025-09-14T04:18:16.723499Z,WKST-ENGR01,10.102.13.64,112.154.105.67,login.microsoftonline.com
2025-09-14T15:36:42.723499Z,SRV-APP02,10.5.76.212,171.221.187.143,github.com
2025-09-14T21:51:03.723499Z,SRV-APP01,10.176.56.162,27.114.211.227,cdn.contoso.local
2025-09-14T18:06:59.723499Z,SRV-APP02,10.58.75.72,206.204.175.97,google.com
2025-09-15T09:59:17.723499Z,WKST-ENGR01,10.166.233.97,78.200.109.145,github.com
2025-09-13T22:42:17.723499Z,SRV-APP02,10.188.20.47,41.121.215.241,gstatic.com
2025-09-14T20:21:23.723499Z,SRV-APP01,10.210.142.184,47.85.182.75,gstatic.com
2025-09-14T10:03:07.723499Z,SRV-APP02,10.194.124.76,208.115.171.143,azureedge.net
2025-09-13T23:42:29.723499Z,SRV-WEB01,10.24.55.50,170.98.130.64,google.com
2025-09-14T13:35:31.723499Z,SRV-WEB02,10.39.120.125,173.67.44.225,graph.microsoft.com
2025-09-13T14:35:44.723499Z,SRV-APP01,10.214.187.59,41.17.167.127,windowsupdate.com
2025-09-15T09:33:28.723499Z,SRV-WEB01,10.172.243.35,204.126.116.147,github.com
2025-09-15T03:19:24.723499Z,SRV-WEB02,10.22.24.38,50.9.68.49,microsoft.com
2025-09-14T01:50:54.723499Z,SRV-WEB01,10.248.237.145,185.7.163.24,microsoft.com
2025-09-13T20:42:26.723499Z,SRV-WEB01,10.184.99.47,129.139.79.16,office365.com
2025-09-15T04:44:11.723499Z,WKST-ENGR01,10.173.189.87,206.109.213.42,microsoft.com
2025-09-14T22:35:02.723499Z,SRV-WEB01,10.63.26.99,19.152.136.94,office365.com
2025-09-14T07:58:28.723499Z,SRV-APP01,10.27.221.100,187.97.69.181,google.com
2025-09-14T18:45:10.723499Z,SRV-WEB02,10.16.215.83,103.89.21.34,login.microsoftonline.com
2025-09-14T16:26:52.723499Z,SRV-APP01,10.128.243.216,124.9.69.43,office365.com
2025-09-15T10:34:42.723499Z,SRV-WEB01,10.155.61.94,61.142.115.113,graph.microsoft.com
2025-09-15T01:43:11.723499Z,SRV-APP02,10.30.13.2,136.87.69.234,cloudfront.net
2025-09-14T12:24:55.723499Z,SRV-WEB01,10.208.105.207,161.121.102.62,windowsupdate.com
2025-09-14T02:17:55.723499Z,WKST-ENGR01,10.59.95.50,213.76.242.166,windowsupdate.com
2025-09-14T01:19:33.723499Z,SRV-WEB02,10.220.23.247,40.1.52.127,github.com
2025-09-14T17:17:38.723499Z,SRV-WEB01,10.66.19.162,9.114.63.121,google.com
2025-09-14T04:30:34.723499Z,SRV-APP02,10.214.22.62,112.213.155.165,login.microsoftonline.com
2025-09-14T19:25:50.723499Z,SRV-APP02,10.8.229.183,4.68.229.99,cloudfront.net
2025-09-15T10:07:22.723499Z,SRV-APP02,10.11.22.87,152.194.60.190,windowsupdate.com
2025-09-13T15:56:53.723499Z,WKST-ENGR01,10.142.96.251,69.156.181.156,azureedge.net
2025-09-13T16:08:43.723499Z,SRV-APP02,10.43.186.159,48.202.143.113,microsoft.com
2025-09-15T07:36:41.723499Z,WKST-ENGR01,10.77.213.168,36.241.83.87,graph.microsoft.com
2025-09-14T11:29:16.723499Z,SRV-APP02,10.155.54.159,185.88.162.246,azureedge.net
2025-09-13T14:23:38.723499Z,WKST-ENGR01,10.19.222.99,60.106.59.69,microsoft.com
2025-09-13T12:11:24.723499Z,WKST-ENGR01,10.45.194.225,107.144.55.32,login.microsoftonline.com
